primary,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,usersrated,AveRating,stddev,usersweighted,AveWeight,Board Game Rank,Strategy Game Rank,Family Game Rank
Ancient Civilizations of the Inner Sea,2019,1,6,300,120,300,14,488,6.63791,1.90593,36,2.5,4578,1630,
Dino Race,2014,2,4,30,30,30,8,487,6.1481,1.28679,27,1.4074,6304,,1500
Night of the Living Dead: A Zombicide Game,2021,1,6,60,60,60,14,488,7.48228,1.5113,12,2.4167,3191,,
Herbalism,2017,3,4,30,15,30,8,487,6.6358,1.39094,12,2,4519,,
Statis Pro Baseball,1971,1,2,20,20,20,10,487,7.18222,1.68231,52,2.1731,3712,,
Pangea,2019,1,4,90,60,90,14,487,7.07044,1.55524,30,3.1,3630,1458,
Xactika,2002,2,10,45,45,45,12,486,5.77132,1.5816,47,1.9787,9955,2185,1866
Doomtrooper,1994,2,7,60,60,60,10,486,5.67066,1.87582,35,2.1429,18744,,
Loot N Run,2016,2,6,30,15,30,8,486,6.41885,1.27343,10,1.1,5046,,
Gen7: A Crossroads Game,2018,3,4,90,60,90,14,486,6.33214,1.82497,12,2.4167,5474,,
Galaxy of Trian,2014,2,4,45,45,45,10,486,6.47727,1.67145,40,2.55,5255,1739,
MammuZ,2013,3,7,20,20,20,7,487,6.31216,1.32143,22,1.2273,5497,,
Enemy Action: Ardennes,2015,1,2,900,60,900,0,487,8.61522,1.41387,82,4.2195,2022,,
Silk Road,2006,3,6,60,60,60,12,486,5.89111,1.24848,66,2.2424,8274,,1708
Risk: Transformers – Cybertron Battle Edition,2007,2,4,120,120,120,10,486,5.33683,1.52497,36,1.8333,21029,,
Dive,2021,1,4,30,20,30,8,488,6.68216,1.47211,13,1.6923,4514,,
Dino Hunt Dice,2012,2,8,10,10,10,6,486,5.81823,1.4215,31,1.0645,9759,,1855
Thud,2002,2,2,60,60,60,8,486,6.2085,1.53021,40,2.625,6394,,
Tonga Bonga,1998,3,4,45,45,45,10,485,6.42514,1.2381,44,1.6818,4973,,1257
Prawo Dżungli,2007,2,100,10,10,10,8,485,6.51134,1.5525,34,1.3824,5136,,
Quartermaster General: Victory or Death – The Peloponnesian War,2016,2,4,120,90,120,12,485,7.21802,1.32518,17,2.5294,3251,,
SPQR,1992,2,2,240,240,240,13,485,7.37287,1.65154,68,3.6765,3071,,
Terra Prime,2009,2,5,60,60,60,10,485,6.28136,1.48024,65,2.5692,5461,1743,
Fallen,2014,2,2,90,90,90,14,485,7.91833,1.54439,59,3.0678,2924,,
Town Builder: Coevorden,2019,1,4,60,30,60,12,487,7.12643,1.1271,10,2,3422,,
Star Wars: Trading Card Game,2002,2,2,45,45,45,10,483,5.90878,1.87208,41,1.9756,9275,,
Dungeoneer: Den of the Wererats,2004,2,2,30,30,30,12,484,6.29761,1.34431,47,2.1064,5640,,
Tasso,2004,2,6,30,30,30,8,484,6.20273,1.3338,36,1.3056,5902,,1427
Wrong Chemistry,2012,2,4,30,30,30,8,484,6.13275,1.57689,40,1.625,6469,,1519
Sidibaba,2008,3,7,45,45,45,14,484,5.86678,1.59874,33,2.1212,8458,,1731
Oshi,2006,2,2,20,15,20,8,484,6.11594,1.33508,50,2.14,6681,,
Wiraqocha,2011,2,4,60,60,60,12,485,6.56691,1.44109,42,2.6667,4556,1600,
Tournament at Avalon,2020,3,6,45,45,45,14,484,7.58531,1.26417,8,2.625,2834,,
Clash of Decks: Starter Kit,2021,1,2,30,15,30,8,483,6.87395,1.73444,17,1.8235,4730,,
Boomerang,2018,2,4,45,30,45,10,483,7.07429,1.25291,10,1.6,3412,,
Saltlands,2016,1,6,120,90,120,12,483,6.88793,1.5768,15,2.7333,4215,,
Fool's Gold,2015,3,5,90,60,90,14,483,6.92582,1.27109,13,2.1538,3775,,
Dungeoneer: Realm of the Ice Witch,2005,2,4,60,60,60,12,483,6.3206,1.43381,40,2.05,5620,,
Chosŏn,2014,2,4,15,15,15,14,483,6.55418,1.36327,19,2.1579,4709,,
Vanished Planet,2003,1,6,60,60,60,8,482,5.83297,1.562,56,2.5536,9289,2145,
Enchanters: Overlords,2018,2,4,60,30,60,14,482,7.50946,1.30241,12,1.9167,2972,,
China Moon,1996,2,5,30,30,30,8,482,5.84334,1.30652,53,1.5849,8747,,1747
Vampire: The Masquerade – Heritage,2020,2,4,90,45,90,14,482,7.42683,1.9317,19,3.0526,3395,,
Cardline: Dinosaurs,2014,2,8,15,15,15,7,483,6.06155,1.34054,6,1.1667,6801,,1560
Mistfall: Heart of the Mists,2016,1,4,120,120,120,14,481,7.45022,1.45633,21,4.1429,3059,,
Birds of a Feather,2015,1,7,15,15,15,9,481,6.7298,1.26881,26,1.2308,4224,,1131
SCOUT,2019,2,5,15,15,15,9,482,7.45645,1.20295,15,1.4,2859,,
Gorinto,2021,1,4,60,30,60,13,480,7.45084,1.38128,13,1.7692,3216,,
Mini Express,2021,1,5,45,30,45,8,480,7.27922,1.20582,25,2.36,3125,1303,
Ventura,2011,2,4,90,90,90,13,480,6.35094,1.5798,44,3.0227,5859,1809,
Crossfire,1971,2,2,10,10,10,7,479,5.32945,1.65782,39,1.1282,21249,,
Lines of Action,1969,2,2,20,20,20,10,481,7.08576,1.66717,46,2.7174,3546,,
Passing Through Petra,2018,2,4,60,60,60,14,480,6.7324,1.29795,10,2.6,4203,,
Ace of Aces: Powerhouse Series,1981,2,2,20,20,20,12,480,7.27151,1.378,51,1.8039,3258,,
Phantom Leader,2010,1,1,30,30,30,12,480,7.47963,1.28207,70,2.6,3035,,
The Night Cage,2021,1,5,60,40,60,14,481,7.3708,1.46477,15,2.0667,3199,,
North American Railways,2016,3,5,90,45,90,12,479,6.70339,1.36321,14,2.4286,4218,,
Chez Greek,2002,2,6,60,60,60,18,479,5.95959,1.44455,37,1.4595,7956,,
Sticky Chameleons,2017,2,5,20,20,20,6,479,6.33438,1.54693,9,1,5453,,
Petits Meurtres & Faits Divers,2007,4,7,45,45,45,12,479,6.95879,1.53129,41,1.7561,3765,,
23,2011,2,4,25,25,25,8,479,6.38153,1.15623,43,1.2326,5025,,1281
Batman: The Animated Series – Gotham City Under Siege,2018,1,5,60,45,60,14,479,7.17134,1.34098,14,2.2143,3645,,1093
Starship Merchants,2012,2,4,90,90,90,14,479,6.61716,1.30153,46,2.6957,4346,1565,
Monopoly Millionaire Deal Card Game,2012,2,5,15,15,15,8,477,5.9043,1.57119,22,1.3182,8495,,1766
Cat Café,2019,2,4,30,30,30,10,479,6.62609,1.28602,7,1.7143,4705,,
The Mysterious Forest,2016,2,4,25,10,25,6,478,5.86884,1.49101,11,1.0909,8864,,
Lost in R'lyeh,2016,2,6,45,45,45,13,478,6.06226,1.50041,5,1.2,7006,,
500,1904,2,6,30,30,30,8,477,6.96547,1.71793,50,2.04,3800,,1008
Andor: The Family Fantasy Game,2020,2,4,45,30,45,7,479,7.49087,1.1534,24,2,3062,,847
Reds! The Russian Civil War 1918-1921,2001,1,2,360,360,360,12,477,7.2923,1.36802,72,3.0556,3355,,
Chromino,2001,1,8,30,30,30,7,476,5.82964,1.63241,29,1.2414,10403,,
Whist,1663,2,4,60,60,60,12,476,6.44777,1.59554,35,2.0286,5058,,1311
Cartoon Network Fluxx,2014,2,6,15,15,15,8,475,5.90396,1.48296,13,1.4615,9636,,
"Crusade and Revolution: The Spanish Civil War, 1936-1939",2013,2,2,360,180,360,14,477,8.61255,1.14812,61,3.2787,2044,,
Phantom Leader Deluxe,2013,1,1,30,30,30,12,476,8.05354,1.22729,40,2.65,2523,,
Penny Papers Adventures: The Valley of Wiraqocha,2018,1,99,20,20,20,9,475,6.53489,1.1565,10,2,4630,,
Pocket Ops,2017,2,2,20,20,20,8,475,6.49429,1.32962,10,1.3,5117,,
Bretagne,2015,2,4,120,90,120,14,475,6.70168,1.3341,41,3.4146,4274,1558,
Dungeon Twister: The Card Game,2013,2,2,60,15,60,13,475,6.23939,1.62451,26,2.9615,5771,1802,
Lux Aeterna,2019,1,1,12,6,12,10,478,7.07408,1.25625,19,2.0526,3525,,
Dungeon Academy,2019,1,6,20,20,20,10,475,6.78136,1.30443,4,1.25,4300,,
Angola,1988,2,4,480,480,480,0,475,8.06684,1.2254,46,3.1739,2341,,
Barons,2011,2,6,60,60,60,12,475,5.92466,1.327,42,2.3333,7703,1986,
Monopoly: The Mega Edition,2006,2,8,90,90,90,8,474,6.06001,1.96759,31,2.0968,9084,,1835
Sakura Arms,2016,2,2,30,30,30,14,474,7.60903,1.49576,17,2.9412,3088,,
Among the Stars: Revival,2015,2,6,30,30,30,12,474,7.1956,1.20209,17,2.2941,3187,,
Die Siedler von Catan: Junior,2007,3,4,30,30,30,6,474,6.33441,1.34354,31,1.5484,5542,,
Cosmic Colonies,2020,1,5,45,30,45,10,475,7.23442,1.14053,9,1.8889,3272,,
Diabolo,2006,3,5,30,30,30,8,474,5.51304,1.31159,49,1.3469,17938,,2106
Ninja Taisen,2014,2,2,20,20,20,8,474,6.35979,1.32438,19,1.4211,5269,,
Heroica: Nathuz,2011,2,3,15,15,15,8,473,5.99,1.42831,28,1.5357,7720,,
Gladiator,1981,2,6,30,15,30,12,473,6.52133,1.4277,49,2.9184,5047,1797,
PAC-MAN Game,1982,2,4,20,20,20,7,473,4.91458,1.65607,39,1.2821,21654,,2271
Crazy Creatures of Dr. Gloom,2012,2,4,20,20,20,7,472,5.61926,1.29998,21,1.1905,13790,,
Bucket King 3D,2014,2,6,20,20,20,8,473,6.21915,1.46262,26,1.2308,5850,,1450
Speak Out,2016,4,5,30,15,30,16,474,4.72208,1.84029,11,1,21714,,
Meteor,2014,1,6,15,15,15,12,473,6.09101,1.48297,19,1.8947,6962,,1581
Star Wars PocketModel TCG,2007,2,8,20,20,20,8,472,5.78506,1.66446,71,1.6197,12518,,
Noxford,2016,2,4,40,20,40,8,473,6.20461,1.35302,12,1.8333,6027,,
The Game of Life: A Jedi's Path,2002,2,4,60,60,60,9,472,5.30276,1.61375,35,1.3714,21391,,2245
Funfair,2021,2,4,60,30,60,14,473,7.65103,1.02245,10,2.2,2769,,
"Soviet Dawn: The Russian Civil War, 1918-1921",2009,1,1,60,25,60,13,472,7.09011,1.34931,78,1.6667,3580,,
Dr. Jekyll & Mr. Hyde,1997,3,4,60,60,60,10,472,6.75995,1.44799,36,2.3611,4124,1519,
Doodle Dice,2006,2,6,30,20,30,6,471,5.57196,1.51737,36,1.0556,17866,,2130
Chronicles of Drunagor: Age of Darkness,2021,1,5,120,120,120,12,471,8.81762,1.55922,29,3.2414,2475,1229,
Mini Rogue: A 9-Card Print-and-Play Game,2016,1,2,60,10,60,10,471,7.13565,1.43183,27,1.5926,3889,,
Craftsmen,2013,2,5,180,120,180,10,471,6.63788,1.73931,42,4.0714,4558,1604,
Huida de Silver City,2013,1,4,120,120,120,12,470,6.92218,1.65036,32,2.4375,4206,,
Topple,1983,2,4,20,20,20,6,470,5.10121,1.49168,38,1.1579,21553,,2259
Dungeon of Fortune,2015,2,6,30,30,30,8,470,6.02594,1.36192,15,1.4667,7397,,
Genesis,2006,2,4,45,45,45,10,470,6.41633,1.21906,63,2.0635,5081,1677,1293
Butterfly,2019,2,5,60,30,60,8,470,6.65372,1.19293,12,1.1667,4471,,1168
The New Dungeon!,1989,1,6,45,45,45,8,469,6.13601,1.48207,50,1.68,7083,,
Age of Thieves,2016,2,4,120,60,120,14,470,6.72245,1.47429,10,2.7,4438,,
Combo Fighter,2019,1,4,15,5,15,12,470,7.13008,1.55351,11,1.5455,3655,,
Messina 1347,2021,1,4,120,45,120,12,476,7.82882,1.2321,42,3.5,2530,,
M.U.L.E. The Board Game,2015,3,4,120,90,120,14,469,6.58253,1.53,25,2.64,4782,,
Shinobi WAT-AAH!,2014,2,4,45,20,45,10,469,6.38608,1.36508,16,1.9375,5407,,
Hula Hippos,2005,2,4,10,10,10,5,468,6.11551,1.3463,56,1.0179,6343,,
Activity 2,2002,3,16,60,60,60,12,469,6.10809,1.63067,26,1.6538,7076,,
Scooby-Doo: Escape from the Haunted Mansion,2020,1,99,120,60,120,12,469,7.29844,1.30314,13,1.8462,3225,,
Bottlecap Vikings,2015,2,4,60,30,60,10,468,5.15488,1.49513,21,1.7143,21473,,
Sailing Toward Osiris,2018,2,5,90,60,90,14,468,6.81458,1.37029,18,2.7778,4160,,
"Rome: Imperium, Circus Maximus, Hannibal vs Rome",2001,2,5,60,60,60,8,467,6.31856,1.27881,62,1.7097,5373,1732,
Clue DVD Game,2005,3,5,60,60,60,10,466,6.23783,1.62119,34,1.8824,6428,,
Croak!,1999,2,4,20,20,20,6,467,6.48251,1.4383,32,1.5938,5100,,
Auf Teufel komm raus,2013,2,6,40,40,40,10,467,6.80821,1.36313,21,1.6667,4078,,
Tomorrow,2013,4,6,90,90,90,18,467,6.36296,1.90151,23,2.6957,5715,1806,
Galactic Strike Force,2014,2,6,60,60,60,13,466,5.68721,1.85774,29,3.3103,11463,,
Corporate America,2013,3,6,120,90,120,13,467,7.26133,1.42566,29,2.1724,3526,,
King Oil,1974,2,4,60,60,60,9,466,6.01656,1.48717,41,1.6585,7944,,
Camden,2002,2,4,20,20,20,10,466,6.26127,1.29571,55,1.9091,6065,1865,
Capo Dei Capi,2013,2,2,20,20,20,8,466,6.75708,1.20292,22,1.5909,4258,,
Bloom Town,2019,2,4,40,30,40,8,466,6.50149,1.20454,9,1.7778,4995,,
Farlight,2017,2,5,45,45,45,14,466,6.85601,1.27066,16,2.375,4077,,
UNDO: Cherry Blossom Festival,2019,2,6,90,45,90,10,466,6.01336,1.70798,11,1.0909,7234,,
Die Dolmengötter,2005,2,5,30,30,30,10,465,6.57807,1.31545,60,2.2,4520,,
Samurai: The Card Game,2009,2,4,60,60,60,12,465,6.32314,1.3784,32,2.0312,5498,1747,
Simply Ingenious,2008,2,4,20,20,20,7,466,5.28159,1.68087,30,1.1667,21362,,2238
Urbanization,2012,2,4,75,75,75,12,465,6.1929,1.43801,47,2.8723,6063,1844,
Monopoly: Here and Now,2005,2,8,180,180,180,8,465,4.982,1.82183,33,1.697,21649,,2275
Bitin' Off Hedz,1996,2,8,60,60,60,10,465,4.60071,1.6478,54,1.2037,21728,,2299
Stalingrad,1963,2,2,120,120,120,12,465,6.06527,1.73264,58,2.3621,9412,,
Siggil,2015,1,4,20,20,20,8,464,6.28129,1.20244,22,1.4091,5779,,
Floating Market,2015,2,5,45,30,45,13,464,6.24819,1.36732,24,1.625,5827,,1418
Murder of Crows,2012,2,5,20,20,20,13,464,6.03149,1.46761,20,1.3,8142,,
Briscola,1800,2,6,30,30,30,8,464,6.35506,1.59009,38,1.5263,5578,,
Pengoloo,2007,2,4,10,10,10,4,464,5.98649,1.36753,14,1,7395,,
Hordes,2006,2,8,60,60,60,12,464,7.54334,1.55561,62,3.3226,3092,,
Siberia: The Card Game,2012,2,4,20,20,20,9,464,6.73618,1.1815,15,2.0667,4211,,1118
Scene It? Disney,2004,2,12,30,30,30,6,464,5.54745,1.54419,21,1.619,19411,,
Mosby's Raiders: Guerilla Warfare in the Civil War,1985,1,1,120,120,120,12,464,6.57198,1.51237,53,2.5283,4777,,
Paydirt,1970,1,2,90,60,90,11,464,6.97414,1.69418,50,2.26,4063,1614,
Purrrlock Holmes: Furriarty's Trail,2017,2,5,30,20,30,10,463,6.53422,1.25731,11,1.6364,4909,,1264
Realm of Wonder,2014,2,6,45,45,45,10,463,5.99889,1.68194,21,2.1905,8866,,
Echidna Shuffle,2018,2,6,20,10,20,6,463,6.72978,1.40281,7,1.2857,4334,,1153
Warhammer Age of Sigmar: Warcry Starter Set,2019,2,4,60,30,60,12,463,8.26109,1.41333,12,2.4167,2320,,
Pizza Theory,2012,2,3,15,10,15,6,463,6.15497,1.37679,35,1.6,6399,,
Lucca Città,2005,3,5,30,20,30,10,462,5.96617,1.29438,63,1.7302,7456,1975,1632
The Walled City: Londonderry & Borderlands,2014,2,4,60,60,60,13,462,6.76026,1.48964,33,3.1818,4362,1578,
Titanium Wars,2013,3,4,90,60,90,12,462,6.16749,1.43514,18,2.4444,6249,1860,
The First World War,2004,2,4,90,90,90,12,462,6.09861,1.69101,83,2.3373,6851,,
Forum Romanum,1988,2,6,45,45,45,10,461,6.74019,1.31162,34,2.3824,4216,,
Codex: Card-Time Strategy – Core Set,2016,2,5,45,45,45,13,462,7.52489,1.59261,11,3.4545,3005,,
Banjooli Xeet,2013,2,5,30,30,30,8,461,6.35787,1.52868,40,1.15,5686,,1452
Vampire: The Masquerade – Vendetta,2020,3,6,30,30,30,14,461,7.36588,1.29507,19,2.5789,3358,,
Pirates of the 7 Seas,2015,2,4,60,45,60,9,461,6.5799,1.44076,10,2.6,4683,1622,1224
Nevsky: Teutons and Rus in Collision 1240-1242,2019,1,2,360,60,360,14,462,8.268,1.3046,47,3.9149,2329,,
Guild Ball,2015,2,2,60,60,60,0,461,7.98698,1.61005,13,3.6154,2632,,
Vampire Hunter,2002,2,4,30,30,30,9,461,5.21848,1.5324,36,1.3056,21476,,
Black Stories 3,2006,2,15,45,45,45,14,461,6.0645,1.46998,19,1.2632,7247,,
Dice Heist,2016,2,5,20,20,20,14,461,6.24345,1.38566,10,1,5920,,1425
Totopoly,1938,2,6,90,90,90,8,461,6.09908,1.38673,45,1.9333,7134,2070,1676
Cosmic Eidex,1998,3,3,60,60,60,10,460,6.90056,1.47978,56,2.6786,3918,1467,
Cronberg,2003,2,4,20,20,20,8,460,5.95933,1.14664,54,1.9074,7696,2009,1658
Black Vienna,1987,3,6,60,60,60,10,460,7.01613,1.37781,50,2.62,3633,1424,
The Third World War: Battle for Germany,1984,2,2,360,360,360,12,460,7.79393,1.54888,53,3.4717,2840,,
Spell Smashers,2018,1,5,60,45,60,12,460,6.74108,1.38033,10,2.3,4299,,
Paranoia Mandatory Bonus Fun! Card Game,2005,3,8,60,60,60,10,460,5.99304,1.56448,69,1.7536,7844,,
X-ODUS: Rise of the Corruption,2020,1,4,150,90,150,14,459,7.99419,1.38597,39,3.3333,3036,1320,
Null & Nichtig,2006,3,5,30,30,30,8,459,6.02488,1.19951,43,1.6279,7004,,1574
Marvel Dice Masters: Civil War,2016,2,2,60,60,60,14,458,7.30988,1.49518,4,2.5,3226,,
Run Fight or Die: Reloaded,2019,1,4,40,20,40,10,460,7.26497,1.2853,18,1.8889,3339,,
Frederick the Great: The Campaigns of The Soldier King,1975,2,4,240,180,240,12,457,6.95142,1.36547,71,2.7042,4089,,
Food Truck Champion,2017,2,5,75,45,75,8,458,6.58961,1.29355,18,2.5556,4679,,
Bowling Dice,1999,1,10,10,10,10,6,458,4.59337,1.74357,36,1.0278,21732,,
Field of Glory: The Card Game,2013,2,2,30,30,30,13,458,6.56712,1.36729,37,1.9189,4624,1633,
Lunarchitects,2016,1,5,60,45,60,13,458,7.28904,1.14362,15,2.6667,3184,1298,
"The Peloponnesian War, 431-404 BC",1991,1,2,120,120,120,12,457,6.73138,1.50008,62,3.129,4380,,
Family Feud,1977,2,9,30,30,30,8,457,5.47299,1.61377,20,1.15,19943,,2185
J'te Gage Que...,2006,4,50,120,120,120,12,457,5.56534,1.59018,29,1.0345,16883,,
Overpower,1995,2,2,30,30,30,10,456,5.64871,1.84363,36,1.8611,16789,,
Roller Coaster Tycoon,2002,2,4,45,45,45,8,457,6.07724,1.35521,34,1.5588,7165,,1642
The Three Musketeers: The Queen's Pendants,2009,2,5,45,45,45,8,457,6.8107,1.30364,49,2.102,4149,,
Prohis,2014,3,6,20,20,20,10,456,6.2102,1.23135,15,1.4,5972,,
Amun-Re: The Card Game,2017,2,5,45,45,45,14,456,6.69277,1.21421,25,2.44,4502,1584,
Zombie Plague,2001,2,6,60,60,60,10,456,6.69226,1.56588,64,1.8125,5044,,
Penny Papers Adventures: The Temple of Apikhabou,2018,1,99,20,20,20,7,456,6.36459,1.2071,7,1.4286,5364,,
Call to Adventure: The Stormlight Archive,2020,1,4,60,30,60,13,458,7.22935,1.43419,12,1.9167,3542,,
Mus,1745,4,4,10,10,10,7,455,7.92488,1.86783,52,2.2692,2623,,671
Space Mission,2011,2,5,45,45,45,10,455,5.9693,1.2835,36,1.8333,7529,,1628
Warmaster,2000,2,99,120,120,120,12,455,7.23031,1.65529,54,2.9074,3498,,
Pie Face,1964,2,4,15,15,15,5,455,4.87917,1.85875,9,1,21665,,
Leader 1: Hell of the North,2011,2,10,45,45,45,14,455,7.6909,1.40538,45,2.6889,2832,1208,
SmileyFace,2010,4,8,30,30,30,8,454,5.48354,1.58962,29,1.2414,19046,,2138
Blue vs. Gray,1999,2,4,120,120,120,12,454,6.75017,1.58574,64,2.8438,4336,,
Rick and Morty: Anatomy Park – The Game,2017,2,4,60,30,60,18,454,6.10891,1.51542,7,2.2857,7694,,
Crappy Birthday,2011,4,8,20,20,20,12,454,5.61458,1.62729,21,1.0476,13857,,
Streets,2021,1,5,60,30,60,10,459,7.31057,1.15497,23,2.0435,3255,,
Across 5 Aprils,1992,2,2,180,180,180,12,454,6.98261,1.39974,58,2.3621,3811,,
Piratoons,2015,2,4,30,30,30,8,455,6.40355,1.32848,17,1.8235,5362,,
Sim City: The Card Game,1994,1,99,120,120,120,10,453,4.39205,1.76409,47,2.3191,21748,,
Mwahahaha!,2008,2,5,120,120,120,0,454,5.67308,1.41171,50,2.56,13491,2258,
Johari,2014,2,4,90,60,90,10,454,6.30592,1.33134,26,2.1538,5565,,
Maharaja,1994,3,5,240,240,240,8,454,6.15597,1.36968,51,2.8039,6472,1887,
Sutter's Mill,2008,2,4,60,60,60,10,453,6.09611,1.45201,41,2.4878,6897,1917,
Koi-Koi,0,2,4,30,15,30,0,455,6.63866,1.7666,16,1.6875,4828,,1260
VOLT,2018,2,4,45,30,45,10,453,6.82285,1.37227,7,2,4196,,
Mini Curling Game,2012,2,8,30,20,30,7,453,6.51315,1.32047,18,1.1111,4801,,
Formidable Foes,2006,2,6,90,90,90,10,453,5.53311,1.47517,55,2.1273,17738,,
Würfelland,2018,2,4,20,20,20,8,453,6.45561,1.23425,11,1,5014,,
Blätterrauschen,2020,2,6,20,20,20,8,455,7.00733,1.01801,26,1.7308,3723,,980
Zapp Zerapp,2000,2,4,30,30,30,7,452,6.12648,1.35168,30,1.3,6376,,
Ruhrschifffahrt 1769-1890,2012,2,4,120,120,120,12,452,7.20642,1.32666,54,3.5,3321,1325,
Dust Tactics: Revised Core Set,2011,2,4,45,45,45,14,452,7.33558,1.53952,38,2.5263,3559,,
The Princess Bride Adventure Book Game,2020,1,4,90,15,90,10,453,6.94567,1.26717,9,1.8889,4032,,
Gold!,2011,2,3,20,20,20,8,452,6.40288,1.24451,28,1.5357,5405,,
Dogfight,1962,2,4,45,45,45,10,452,6.35411,1.50259,52,1.4615,5790,,
Holiday Fluxx,2014,2,5,20,20,20,8,450,6.27218,1.3823,16,1.125,6122,,
Delve: The Dice Game,2009,1,1,20,20,20,0,451,6.44477,1.27079,61,1.2623,5467,,
Maximum Throwdown,2013,2,6,30,30,30,12,451,5.56053,1.49174,23,1.087,17517,,
Rumble Nation,2017,2,4,40,20,40,10,454,7.33723,1.17456,26,1.8846,3150,1311,
SOS Dino,2018,1,4,25,25,25,7,452,6.8927,1.26347,9,1,4026,,
Flying Kiwis,2015,2,4,10,10,10,5,451,6.29657,1.36896,12,1.0833,5785,,1406
Favelas,2017,2,4,45,30,45,14,451,6.36869,1.43552,7,1.7143,5516,,
Exceed Fighting System,2016,2,2,30,5,30,10,452,8.25741,1.51399,14,2.6429,2543,1108,
Feed the Kitty,2006,2,5,15,15,15,4,450,4.85503,1.78109,38,1.0263,21686,,
The Longest Day,1979,2,8,5400,5400,5400,12,450,7.21493,1.69857,73,4.137,3864,,
My First Castle Panic,2019,1,4,20,20,20,4,451,6.79333,1.37255,13,1.0769,4316,,
Full Thrust,1992,2,6,120,120,120,12,450,7.34657,1.39965,64,2.5625,3310,,
London's Burning,1995,1,2,480,120,480,12,451,6.88113,1.38288,78,2.5385,4107,,
Sucking Vacuum,2004,3,6,45,45,45,13,450,5.59379,1.71699,53,1.7547,17605,,
Dragon Pass,1980,2,3,120,120,120,12,449,6.949,1.61202,61,3.4426,4269,,
MidEvil,2005,2,6,60,60,60,12,450,5.51258,1.57792,49,1.5918,18480,,
Diavolo,2012,2,6,15,15,15,10,450,5.97691,1.2774,25,1.12,7760,,
Monuments: Wonders of Antiquity,2008,2,4,60,45,60,10,449,6.38178,1.1872,48,2.3542,5230,1700,
Stratego: Star Wars,2002,2,2,30,30,30,8,448,6.02793,1.32282,28,1.7143,7854,2056,1723
Cranium Turbo Edition,2004,4,16,60,60,60,12,449,6.0961,1.53409,40,1.75,7128,,
Infamy,2013,3,4,60,60,60,13,449,6.82116,1.4334,40,2.85,4254,1557,
Apocrypha Adventure Card Game: Box One – The World,2017,1,6,60,60,60,12,449,6.7279,1.89532,21,3.7143,4827,,
Venice Connection,1988,2,2,10,10,10,10,450,5.96089,1.45914,15,1.6667,7672,,
Nightmarium,2014,2,5,30,10,30,10,449,6.39733,1.53815,10,1.4,5432,,
Skyward,2017,2,4,45,30,45,12,448,6.60064,1.33004,14,1.9286,4861,,
GROWL,2019,4,10,15,10,15,10,448,6.56583,1.6043,11,1.3636,5316,,
Tipp-Kick,1921,2,2,10,10,10,8,448,6.47058,1.6944,47,1.234,5061,,1302
Dicetopia,2018,2,4,30,20,30,14,448,6.55732,1.42601,18,1.8333,5007,1688,
Porto,2019,1,4,45,30,45,8,449,7.2685,1.13776,17,1.8824,3452,,916
Einauge sei wachsam!,2009,2,5,45,45,45,10,448,6.25993,1.11556,33,1.8182,5682,,1390
Sonar Family,2018,2,4,45,30,45,8,448,6.92518,1.31182,8,1.75,3913,,1030
Robotory,2006,2,2,15,15,15,8,448,6.24527,1.3434,40,1.725,5821,,
Typo,2004,2,6,30,30,30,8,447,6.17891,1.42315,65,1.4,6145,,1456
Kaigan,2009,3,4,90,90,90,12,447,6.94081,1.17472,49,2.9184,3785,1441,
Souvlaki Wars,2011,2,4,30,30,30,10,447,6.44467,1.37829,34,1.5588,5500,,1368
Spookies,2015,2,5,30,30,30,8,446,6.18208,1.2558,16,1.25,6292,,1487
Stew,2018,2,4,20,10,20,10,446,6.74395,1.29428,10,1.3,4295,,1165
Heroica: Draida,2011,2,2,10,5,10,7,446,5.92735,1.40434,27,1.4815,8765,,1790
Down with the King,1981,2,6,120,120,120,12,446,5.76159,1.62389,56,3.1429,12268,2218,
The Shores of Tripoli,2020,1,2,60,45,60,12,446,7.8786,1.40869,32,2.1562,2966,,
Euthia: Torment of Resurrection,2021,1,4,480,60,480,14,450,8.96755,1.31672,47,3.4681,2505,1184,
Breaking Away,1991,2,9,90,60,90,10,446,7.31737,1.41656,58,2.2759,3172,1282,
Ion: A Compound Building Game,2015,2,7,40,20,40,8,445,6.41031,1.31417,19,1.3684,5551,,1379
Squire for Hire,2019,1,2,25,15,25,12,445,6.85002,1.23743,13,1.6923,4172,,1143
Tea for 2,2020,2,2,30,20,30,10,445,6.56717,1.64888,15,1.5333,5050,,
Town Center,2012,2,4,30,30,30,12,445,6.43638,1.539,27,2.8889,5268,1709,
Joan of Arc,1998,3,6,180,180,180,12,445,6.27643,1.64358,59,2.5424,6098,1861,
We Didn't Playtest This: Legacies,2012,2,15,10,1,10,12,445,6.0982,1.78937,9,1,6964,,
Heroes,2015,2,4,30,20,30,12,445,6.09015,1.67394,13,2.3077,7147,,
Huggermugger,1989,2,4,45,45,45,12,444,5.19843,1.79746,26,1.6538,21451,,
Card City XL,2017,1,4,60,20,60,12,444,6.36788,1.39044,10,2.9,5370,,
Kings of Israel,2014,2,4,45,45,45,14,444,7.30406,1.40666,32,2.375,3413,1389,938
The Gnomes of Zavandor,2011,2,4,90,60,90,10,444,6.48617,1.30227,38,2.5789,5045,1682,
